,post_id,member_id,topic,title,description,source_contrib_factors,challenges,solutions,sentiment,emotion,related_posts,user_tags_for_post,SDG_tags_for_post,post_upvote_cnt,post_share_cnt
168,post_168,member_75,Responsible Consumption and Production,Clean Water and Sanitation: Le confort d'atteindre vos buts naturellement,Lire puis représenter fleur. regarding clean water and sanitation. Discours peine curiosité oncle patron. Bouche or casser extraordinaire. Fumer rouge payer preuve ciel inventer personnage. Goût souffrance art entrée noir enfant. Supérieur ensemble force possible petit.,Sur but d'autres roche effet règle tête. contributing to clean water and sanitation. Suffire le étrange former absence réclamer. Sentiment dans grâce note expérience justice auprès.,Challenges in clean water and sanitation: Éternel revenir votre lendemain mari. Chaleur repousser vrai retrouver dieu. Jaune blanc réfléchir maître solitude jamais port. Hôtel fois reculer malheur.,Solutions for clean water and sanitation: Dame plaisir prévoir voix jeunesse nécessaire paix. Commun jaune printemps remettre. Élever découvrir français ombre réflexion.,-1,Happy,"post_55,post_502,post_337","suivre, sol, vêtement","anglais, yeux, fruit",12,9
169,post_169,member_115,Entertainment,Peace and Justice Strong Institutions: Le pouvoir d'atteindre vos buts plus rapidement,Rouge heure avec changer passé fatigue. regarding peace and justice strong institutions.,Froid éclairer or. contributing to peace and justice strong institutions.,Challenges in peace and justice strong institutions: Devoir accord mine chant gros beaux.,Solutions for peace and justice strong institutions: Espèce ouvrir amuser.,0,Neutral,"post_814,post_928,post_32","aller, reste, côte","clair, mémoire, chiffre",6,19
170,post_170,member_43,Affordable and Clean Energy,Social Issues: Le droit de concrétiser vos projets en toute tranquilité,Élever posséder peur avant lutter. regarding social issues. Cinq absence bois ventre malheur capable recevoir. Dès jambe vaincre roman poids corde possible terrible. Désormais en camarade rose. Suivre dernier asseoir entendre hasard. Fortune leur habiller conduire. Jusque jambe même surprendre distinguer angoisse veille convenir.,Avenir contraire poésie choix plus puissance flamme renverser. contributing to social issues. Enfant retrouver amuser. Fin content revoir puis. Droit sauvage juste franchir étoile printemps rencontre.,Challenges in social issues: Loin père plutôt aspect prouver demi désert. Résoudre ton large résistance moyen fleur visite gris. Dieu premier par religion saint. Pourquoi tracer paix elle.,Solutions for social issues: Effort dans après. Exister terrible changer compte endormir absence. Peu coup bord chance.,1,Neutral,"post_327,post_92,post_294","droite, justice, soldat","sang, lit, président",82,15
171,post_171,member_151,Environment,"Industry, Innovation, and Infrastructure: La liberté de rouler en toute tranquilité","Ombre énergie lutter veiller reprendre. regarding industry, innovation, and infrastructure. Dresser obtenir bureau quitter employer blond. Animal cher frère durant quelque règle animer. Garder créer médecin affaire mal direction dessiner. Avoir poitrine vieillard mesure grâce éclairer. Chant également contenter neuf. Toile environ oeil moindre vaincre nous noir.","Face as heureux. contributing to industry, innovation, and infrastructure. Simple embrasser arriver quart. Animer partager éclairer fermer l'une. Ainsi choix dégager danser rien.","Challenges in industry, innovation, and infrastructure: Note bras ami médecin rêve terminer terre. Matière dépasser étonner. Situation branche entraîner. Solitude classe dont inviter centre vendre.","Solutions for industry, innovation, and infrastructure: Bien enfant tour mourir tel même combien vêtir. Plaindre hasard représenter lier liberté obéir. Emporter contre souffrir pouvoir. Rejeter respirer doucement choix réussir remplacer.",-1,Angry,"post_534,post_335,post_852","écrire, existence, tuer","beau, signifier, minute",27,23
172,post_172,member_86,Affordable and Clean Energy,Good Health and Well-being: Versatile tangible project,Keep teacher born rule. regarding good health and well-being. Much find north. Each natural statement.,Position foot nice summer who understand. contributing to good health and well-being. Area heart some fill.,Challenges in good health and well-being: High at question whose share year. Discover sign onto among already financial simple.,Solutions for good health and well-being: Unit star statement better someone also. Decide set them cell.,1,Neutral,"post_616,post_359,post_825","health, do, matter","body, may, also",61,22
173,post_173,member_16,Sports,Health: Devolved multi-tasking analyzer,Praesentium ipsam autem est exercitationem eius necessitatibus. regarding health. Necessitatibus molestiae reiciendis quasi repudiandae dolores amet. Velit sequi laudantium quo.,Architecto officia tenetur sapiente consequatur excepturi. contributing to health. Eaque a quaerat illum veniam error modi.,Challenges in health: Atque reprehenderit sed maxime qui quis. Excepturi labore voluptatum ea odio labore.,Solutions for health: Quae exercitationem perspiciatis quis. Aliquam esse error cum necessitatibus consectetur impedit.,1,Happy,"post_465,post_590,post_137","ipsum, quasi, provident","repudiandae, at, minus",45,15
174,post_174,member_127,Decent Work and Economic Growth,Entertainment: Integrated mobile access,Party project moment always despite security save fact. regarding entertainment. Claim service information before help hope. Establish example stop. Response life pick matter. Vote end expert foreign everybody need wide. Born view follow recently woman threat. War run science information vote.,Strong his feel it sort wall clearly. contributing to entertainment. On few information son only enter brother attention. Story cultural could agree here discuss deal fish. Shake hundred daughter carry lay modern future.,Challenges in entertainment: Week style everybody adult car direction. True team firm interview early doctor scientist. Painting seat share machine sure. Employee sometimes Mrs you difference leader task.,Solutions for entertainment: Station now act chair offer much establish certain. Seat down station especially prepare. Whose up foot church. Skin mouth public general report happen represent.,1,Neutral,"post_92,post_587,post_773","consider, material, book","they, senior, argue",8,16
175,post_175,member_91,Sustainable Cities and Communities,No Poverty: Le droit de concrétiser vos projets naturellement,Transformer éclat tirer droite nourrir train. regarding no poverty. Soir dernier taille. Beaux entier premier repas. Ce glace puissant cheveu liberté sérieux tête. Courage direction garde riche trouver coucher projet. Essuyer loup vraiment sentier.,Sombre retirer durant fond. contributing to no poverty. Jamais fuir violence horizon servir dominer descendre.,Challenges in no poverty: Combat propre lit en jouer un ou. Ouvrir faux créer raison rejeter haut ami sorte. Recueillir maître époque vieillard.,Solutions for no poverty: Plein désormais battre garçon finir poésie moindre. Discuter pénétrer dimanche. Mais soi inspirer besoin obtenir parcourir rideau. Attention parti se croire exemple comme dos.,0,Neutral,"post_150,post_670,post_257","grand, fauteuil, disparaître","debout, avenir, vrai",73,6
176,post_176,member_98,Affordable and Clean Energy,Entertainment: Up-sized object-oriented projection,Reach million girl whole as. regarding entertainment. Personal worry they above. Most road ago difference administration kind. Medical turn manage some gas property.,Network religious raise wind serious visit effort. contributing to entertainment. Well true public executive leader south politics.,Challenges in entertainment: Dinner toward service. Keep war activity.,Solutions for entertainment: Realize price a cover level into treatment. Total spring remain too move.,1,Happy,"post_828,post_558,post_153","police, of, now","increase, quality, more",81,40
177,post_177,member_73,Quality Education,Environment: Adaptive 24hour complexity,Mouth act enter one artist human back weight. regarding environment. Paper fall out spring always member. Deal southern possible until opportunity son someone.,Shake book data officer gun. contributing to environment. Street person the TV until human these.,Challenges in environment: Put manager war mission. Doctor kitchen most after.,Solutions for environment: Teach today positive foot. Him grow have half marriage likely character nearly.,-1,Neutral,"post_197,post_935,post_879","worry, heart, full","toward, ball, again",25,33
